ubicageo_f,numeral,nombre1,integra1,anios_a,temaatsp_a,temaatsp_b,temaatsp_c,temaatsp_d,sexostt,sexos1,sexos2
20212,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20213,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20214,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20215,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20216,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20217,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20218,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20219,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20220,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20221,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20222,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20223,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20224,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20225,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20226,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20227,1,PREVENCION DEL DELITO,20227UEP01,2020,1,,,,10,5,5
20228,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20229,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20230,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20231,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20232,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20233,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20234,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20235,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20236,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20237,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20238,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20239,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20240,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20241,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20242,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20243,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20244,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20245,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20246,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20247,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20248,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20249,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20250,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20251,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20252,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20253,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20254,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20255,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20256,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20257,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20258,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20259,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20260,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20261,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20262,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20263,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20264,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20265,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20266,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20267,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20268,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20269,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20270,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20271,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20272,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20273,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20274,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20275,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20276,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20277,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20278,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20279,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20280,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20281,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20282,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20283,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20284,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20285,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20286,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20287,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20288,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20289,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20290,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20291,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20292,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20293,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20294,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20295,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20296,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20297,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20298,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20299,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20300,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20301,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20302,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20303,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20304,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20305,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20306,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20307,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20308,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20309,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20310,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20311,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20312,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20313,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20314,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20315,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20316,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20317,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20318,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20319,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20320,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20321,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20322,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20323,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20324,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20325,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20326,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20327,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20328,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20329,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20330,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20331,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20332,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20333,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20334,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20335,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20336,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20337,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20338,1,PREVENCION DEL DELITO,20338UEP01,2022,1,5,6,7,1,0,1
20339,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20340,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20341,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20342,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20343,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20344,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20345,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20346,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20347,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20348,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20349,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20350,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20351,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20352,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20353,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20354,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20355,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20356,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20357,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20358,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20359,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20360,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20361,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20362,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20363,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20364,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20365,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20366,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20367,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20368,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20369,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20370,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20371,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20372,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20373,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20374,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20375,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20376,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20377,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20378,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20379,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20380,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20381,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20382,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20383,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20384,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20385,1,UNIDAD DE ANALISIS DE DATOS DEL C2,20385UEP01,2022,1,,,,29,15,14
20386,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20387,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20388,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20389,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20390,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20391,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20392,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20393,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20394,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20395,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20396,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20397,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20398,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20399,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20400,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20401,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20402,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20403,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20404,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20405,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20406,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20407,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20408,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20409,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20410,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20411,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20412,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20413,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20414,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20415,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20416,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20417,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20418,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20419,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20420,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20421,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20422,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20423,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20424,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20425,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20426,1,UNIDAD DE PREVENCION DEL DELITO,20426UEP01,2020,1,,,,1,1,0
20427,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20428,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20429,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20430,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20431,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20432,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20433,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20434,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20435,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20436,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20437,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20438,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20439,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20440,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20441,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20442,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20443,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20444,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20445,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20446,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20447,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20448,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20449,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20450,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20451,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20452,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20453,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20454,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20455,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20456,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20457,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20458,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20459,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20460,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20461,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20462,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20463,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20464,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20465,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20466,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20467,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20468,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20469,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20470,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20471,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20472,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20473,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20474,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20475,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20476,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20477,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20478,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20479,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20480,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20481,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20482,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20483,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20484,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20485,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20486,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20487,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20488,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20489,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20490,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20491,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20492,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20493,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20494,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20495,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20496,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20497,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20498,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20499,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20500,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20501,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20502,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20503,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20504,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20505,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20506,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20507,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20508,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20509,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20510,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20511,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20512,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20513,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20514,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20515,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20516,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20517,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20518,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20519,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20520,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20521,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20522,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20523,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20524,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20525,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20526,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20527,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20528,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20529,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20530,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20531,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20532,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20533,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20534,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20535,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20536,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20537,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20538,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20539,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20540,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20541,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20542,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20543,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20544,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20545,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20546,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20547,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20548,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20549,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20550,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20551,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20552,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20553,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20554,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20555,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20556,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20557,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20558,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20559,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20560,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20561,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20562,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20563,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20564,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20565,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20566,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
20567,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
