ubicageo_f,nombre1,sexo_i,edades,totalca1,gdoestud_k,estagrad_e,institsp_c,antigu_a,antigu_b,puebindi_j,fdesigna_m
8055,DIRECCION DE SEGURIDAD PUBLICA DE ROSALES,1,44,18000,6,3,13,21,1,26,1
8056,SEGURIDAD PUBLICA,1,48,18000,5,3,21,2,2,26,1
8057,SEGURIDAD PUBLICA,1,40,16500,2,2,9,9,1,26,3
8058,SEGURIDAD PUBLICA,1,29,16000,6,4,9,10,4,26,1
8059,SEGURIDAD MUNICIPAL,1,36,24000,3,3,9,8,1,26,2
8060,DEPARTAMENTO DE SEGURIDAD PUBLICA,1,38,24000,6,4,99,8,4,26,3
8061,SEGURIDAD PUBLICA MUNICIPAL SATEVO,1,32,NSS,7,4,13,11,1,26,8
8062,DIRECCION DE SEGURIDAD PUBLICA DE SAUCILLO,1,52,50000,6,3,21,15,15,26,2
8063,SEGURIDAD PUBLICA MUNICIPAL,1,31,10000,4,3,17,8,3,26,2
8064,SEGURIDAD PUBLICA MUNICIPAL,1,41,10000,4,3,21,4,4,26,1
8065,SEGURIDAD PUBLICA,1,36,25000,4,3,22,12,4,26,3
8066,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,32,16000,4,3,17,3,1,26,1
8067,DIRECCION DE SEGURIDAD PUBLICA,1,31,21800,6,1,18,10,5,26,2
9002,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
9003,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
9004,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
9005,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
9006,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
9007,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
9008,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
9009,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
9010,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
9011,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
9012,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
9013,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
9014,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
9015,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
9016,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
9017,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
10001,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,29,11000,4,3,9,7,0,26,6
10002,SEGURIDAD PUBLICA,1,31,8000,5,3,9,1,0,26,6
10003,SEGURIDAD PUBLICA,1,36,7000,3,3,9,10,3,26,6
10004,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,2,39,16305,6,4,12,9,0,26,8
10005,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,33,26523.99,6,4,17,7,3,26,2
10006,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,29,13000,4,3,9,8,0,26,2
10007,DIRECCION DE SEGURIDAD Y PROTECCION CIUDADANA,1,54,45477,6,3,23,10,0,26,2
10008,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,39,21000,6,2,12,1,1,26,1
10009,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,32,10000,4,3,9,10,0,26,6
10010,SEGURIDAD PUBLICA,2,39,8000,3,3,5,3,0,26,2
10011,SEGURIDAD PUBLICA,1,45,8946,6,4,5,6,0,26,2
10012,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,40,42099,6,3,20,1,0,26,1
10013,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,41,12000,4,3,9,10,0,26,6
10014,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,38,20150,4,3,9,15,8,26,6
10015,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,46,12000,4,3,9,8,0,26,2
10016,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,38,22000,4,3,1,9,0,26,1
10017,SEGURIDAD PUBLICA,1,33,15994.1,6,4,9,14,3,26,6
10018,SEGURIDAD PUBLICA,1,31,14424,6,3,9,6,0,26,2
10019,SEGURIDAD PUBLICA,1,33,10200,4,3,9,6,3,26,2
10020,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,35,18000,6,3,9,13,1,26,6
10021,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,31,13608,4,3,9,8,1,26,6
10022,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,32,14000,4,3,19,10,3,26,2
10023,SEGURIDAD PUBLICA,1,49,30000,6,4,9,14,1,26,6
10024,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,33,14076,4,3,9,9,4,26,6
10025,SEGURIDAD PUBLICA,1,36,8600,4,3,9,9,0,26,6
10026,SEGURIDAD PUBLICA MUNICIPAL,1,24,13600,4,1,9,6,1,26,2
10027,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,44,13600,6,4,9,10,0,26,6
10028,MANDO UNICO,1,30,10000,4,3,9,8,1,99,6
10029,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA Y TRANSITO,1,34,8500,6,4,9,3,3,26,2
10030,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,50,5500,3,3,5,1,0,26,2
10031,DIRECCION DE SEGURIDAD PUBLICA,1,39,14000,4,3,18,6,0,26,1
10032,SEGURIDAD PUBLICA,1,34,18722.7,6,2,17,3,3,26,2
10033,SEGURIDAD PUBLICA,1,45,15000,6,4,9,13,0,26,6
10034,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,35,13195.54,6,4,9,1,0,26,6
10035,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD,1,31,16000,4,3,9,10,0,26,1
10036,DIRECCION DE SEGURIDAD PUBLICA,1,37,18812,4,3,9,14,0,26,1
10037,SEGURIDAD PUBLICA,1,33,13000,4,3,9,5,1,26,6
10038,SEGURIDAD PUBLICA,1,36,7086,4,3,11,9,2,26,6
10039,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,37,13000,4,3,17,10,2,26,2
11001,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,48,29011,5,3,20,26,0,26,1
11002,DIRECCION GENERAL DE SEGURIDAD PUBLICA,1,45,73020,4,3,1,15,6,26,2
11003,SECRETARIA DE SEGURIDAD CIUDADANA,1,48,95739,7,4,20,26,1,26,6
11004,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO VIAL APASEO EL ALTO,1,40,60000,6,2,23,15,2,26,1
11005,DIRECCION DE SEGURIDAD PUBLICA VIALIDAD TRANSPORTE Y PROTECCION CIVIL,1,48,30000,6,4,3,13,2,26,1
11006,SEGURIDAD PUBLICA MUNICIPAL Y VIALIDAD,1,33,25000,4,3,9,9,0,26,6
11007,DIRECCION GENERAL DE POLICIA MUNICIPAL,1,46,62320.27,4,3,3,20,3,26,6
11008,NO APLICA,9,NSS,NSS,9,9,99,NSS,NSS,99,9
11009,DIRECCION DE SEGURIDAD PUBLICA DE COMONFORT GUANAJUATO,1,43,36196,4,3,20,4,1,26,2
11010,MANDO UNICO,1,53,NSS,4,9,9,30,1,26,1
11011,SISTEMA MUNICIPAL DE SEGURIDAD PUBLICA,1,59,61180,4,3,1,27,1,26,2
11012,DIRECCION DE SEGURIDAD PUBLICA MOVILIDAD TRANSPORTE Y PROTECCION CIVIL,1,36,22000,6,1,22,1,1,26,1
11013,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,50,28256,3,3,17,14,2,26,3
11014,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,51,54752,5,4,10,25,2,26,4
11015,SECRETARIA DE SEGURIDAD PUBLICA,1,49,42592.31,8,1,9,20,4,26,1
11016,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y PROTECCION CIVIL,1,38,26827.32,3,3,99,16,2,99,1
11017,SECRETARIA DE SEGURIDAD CIUDADANA MUNICIPAL,1,52,76553,6,4,9,8,0,26,2
11018,SEGURIDAD PUBLICA,1,47,14649.47,7,4,17,15,3,26,2
11019,DIRECCION GENERAL DE SEGURIDAD CIUDADANA MOVILIDAD Y PROTECCION CIVIL,1,31,23364,6,1,5,8,1,26,2
11020,DIRECCION GENERAL DE POLICIA MUNICIPAL Y POLICIA VIAL,1,50,112984,7,3,5,30,4,26,2
11021,DIRECCION DE SEGURIDAD PUBLICA DE MOROLEON,1,29,38894,4,3,18,9,1,26,1
11022,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL DE OCAMPO GUANAJUATO,1,41,24000,5,4,17,21,1,26,2
11023,DIRECCION DE SEGURIDAD PUBLICA TRANSITO TRANSPORTE Y PROTECCION CIVIL DE PENJAMO GUANAJUATO,1,47,64833,6,4,3,29,15,26,1
11024,SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,41,20102,4,3,11,11,1,26,2
11025,SEGURIDAD PUBLICA MUNICIPAL,1,30,45719,6,3,20,1,1,26,3
11026,SISTEMA DE SEGURIDAD PUBLICA,1,40,30000,6,3,6,13,1,26,1
11027,DIRECCION GENERAL DE SEGURIDAD PUBLICA,1,60,52000,6,4,1,38,1,26,1
11028,DIRECCION GENERAL DE SEGURIDAD MOVILIDAD Y TRANSPORTE PUBLICO MUNICIPAL,1,48,76000,6,4,5,1,1,26,3
11029,DIRECCION DE SEGURIDAD PUBLICA Y MOVILIDAD,1,44,29171.06,4,3,17,1,1,26,2
11030,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,45,39001,6,3,23,15,9,26,2
11031,DIRECCION GENERAL DE SEGURIDAD CIUDADANA TRANSITO Y VIALIDAD,1,48,81587,6,4,3,25,1,26,2
11032,SECRETARIA DE SEGURIDAD PUBLICA DE SAN JOSE ITURBIDE,1,42,78885,6,4,3,6,3,26,6
11033,SEGURIDAD PUBLICA MUNICIPAL,1,35,36168.72,5,2,22,14,1,26,2
11034,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD,2,24,15828,4,3,17,3,1,26,2
11035,FUERZAS ESPECIALES DEL ESTADO,9,NSS,NSS,9,9,99,0,0,99,9
11036,SEGURIDAD PUBLICA MUNICIPAL,1,27,26751.3,6,3,20,7,1,26,6
11037,SEGURIDAD PUBLICA,1,55,28124,7,4,3,15,1,26,2
11038,COMISARIA GENERAL DE FUERZAS DE SEGURIDAD PUBLICA DEL ESTADO,1,31,32443,6,3,9,11,1,14,9
11039,SEGURIDAD PUBLICA,1,40,16000,6,3,5,3,2,26,1
11040,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,43,23175,4,3,17,6,1,13,2
11041,DIRECCION DE SEGURIDAD PUBLICA DEL MUNICIPIO DE URIANGATO,1,57,49450.86,6,4,17,35,9,26,4
11042,COMISARIA DE SEGURIDAD PUBLICA,1,38,42085,6,2,5,11,1,26,3
11043,DIRECCION DE SEGURIDAD PUBLICA,1,51,35784,4,3,9,29,1,26,6
11044,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,44,48027.4,5,3,20,19,4,26,2
11045,SEGURIDAD PUBLICA MUNICIPAL,1,41,21000,4,3,9,10,1,26,6
11046,COMISARIA DE SEGURIDAD PUBLICA DE YURIRIA GUANAJUATO,1,34,35977.28,6,3,22,9,0,26,2
12001,SECRETARIA DE SEGURIDAD PUBLICA,1,47,56198.63,9,9,2,2,2,99,1
12002,DIRECCION DE SEGURIDAD PUBLICA,1,41,20000,3,3,22,12,5,12,1
12003,SEGURIDAD PUBLICA,1,40,15000,6,4,22,8,2,26,3
12004,DIRECCION DE SEGURIDAD PUBLICA,1,51,14000,3,3,1,2,2,11,1
12005,DIRECCION DE SEGURIDAD PUBLICA,1,35,9000,3,3,18,11,1,26,1
12006,SEGURIDAD PUBLICA,1,55,5600,6,4,20,20,2,26,1
12007,SEGURIDAD PUBLICA,1,62,10000,3,3,17,18,2,26,2
12008,COMANDANCIA DE POLICIA ATENANGO DEL RIO,1,35,18000,6,4,10,4,2,26,1
12009,DIRECCION DE SEGURIDAD PUBLICA,1,47,7600,4,3,22,1,1,11,1
12010,DIRECCION DE SEGURIDAD PUBLICA,1,36,4000,3,3,17,8,5,17,1
12011,SECRETARIA DE SEGURIDAD PUBLICA,2,48,18000,4,3,3,23,1,26,2
12012,COMISION DE SEGURIDAD PUBLICA,1,41,13000,4,3,17,6,1,11,2
12013,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,45,15000,6,4,20,18,1,26,2
12014,DIRECCION DE SEGURIDAD PUBLICA,1,55,12,4,3,1,22,8,26,2
12015,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,49,18000,3,3,99,1,1,26,6
12016,DIRECCION DE SEGURIDAD PUBLICA,1,52,15000,3,3,17,5,2,26,2
12017,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,40,12500,4,2,1,7,2,26,2
12018,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,66,8000,3,3,2,34,4,26,2
12019,DIRECCION DE SEGURIDAD PUBLICA,1,42,8200,3,3,17,4,2,12,2
12020,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,60,15681.59,2,3,18,10,1,12,1
12021,SECRETARIA DE SEGURIDAD PUBLICA,1,33,30000,7,4,13,9,1,26,2
12022,SEGURIDAD PUBLICA MUNICIPAL,1,60,13200,5,3,99,20,4,26,1
12023,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,58,11000,4,3,23,1,1,26,3
12024,DIRECCION DE SEGURIDAD PUBLICA,1,52,13000,4,3,17,11,1,12,1
12025,DIRECCION DE SEGURIDAD PUBLICA,1,49,12000,3,3,17,6,1,26,1
12026,NO APLICA,3,NA,NA,0,0,0,NA,NA,0,0
12027,SEGURIDAD PUBLICA,1,60,6160,6,4,22,10,1,26,1
12028,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,59,44000,4,3,17,25,4,26,2
12029,SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA MUNICIPAL,2,47,28000,6,3,9,23,2,26,2
12030,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,37,14000,4,3,22,14,1,26,2
12031,SEGURIDAD PUBLICA,1,52,8000,6,3,17,4,4,26,3
12032,DIRECCION DE SEGURIDAD PUBLICA,1,46,12000,3,3,17,9,1,26,2
12033,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,51,16500,4,3,17,24,1,26,2
12034,DIRECCION DE SEGURIDAD PUBLICA,1,47,23998,4,3,99,1,1,26,1
12035,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,41,40000,6,4,3,20,1,26,3
12036,DIRECCION DE SEGURIDAD PUBLICA,1,45,14000,3,3,17,20,0,26,2
12037,POLICIA ESTATAL,1,44,12000,3,3,9,18,1,26,2
12038,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,34,41967,6,4,2,8,2,26,6
12039,COMANDANCIA MUNICIPAL JUAN R ESCUDERO,1,41,13000,6,4,10,6,1,26,2
12040,DIRECCION DE SEGURIDAD PUBLICA,1,35,7111,6,4,20,4,1,26,6
12041,DIRECCION DE SEGURIDAD PUBLICA,1,35,15000,4,1,1,15,1,17,1
12042,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,37,7416.67,4,3,17,2,1,26,3
12043,DIRECCION DE SEGURIDAD PUBLICA,1,52,13000,3,2,22,0,0,11,5
12044,SEGURIDAD PUBLICA,1,36,15070,6,4,20,5,1,26,2
12045,SEGURIDAD PUBLICA MUNICIPAL,1,61,13000,2,3,17,42,1,26,2
12046,SECRETARIA DE SEGURIDAD PUBLICA,1,52,18500,8,4,17,4,4,26,1
12047,,3,NA,NA,0,0,0,NA,NA,0,0
12048,DIRECCION DE SEGURIDAD PUBLICA,1,48,12000,6,4,99,1,1,26,2
12049,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO,1,40,14000,6,1,9,20,0,26,2
12050,SEGURIDAD PUBLICA MUNICIPAL,2,40,12000,7,4,23,12,8,26,1
12051,DIRECCION DE SEGURIDAD PUBLICA,1,29,16600,7,4,23,6,6,26,4
12052,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,40,18000,6,4,9,22,1,17,2
12053,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,43,20000,4,3,17,18,1,26,2
12054,SEGURIDAD PUBLICA MUNICIPAL,1,26,23623,6,4,18,6,0,26,6
12055,DIRECCION DE LA POLICIA PREVENTIVA,2,40,20000,6,4,13,1,1,26,3
12056,DIRECCION DE SEGURIDAD PUBLICA,1,43,17000,4,3,5,1,1,26,1
12057,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,31,21080.78,6,4,23,10,4,26,2
12058,DIRECCION DE SEGURIDAD PUBLICA,1,45,14000,3,3,17,7,1,26,1
12059,SEGURIDAD PUBLICA,1,52,13658,3,3,17,2,2,26,4
12060,DIRECCION DE SEGURIDAD PUBLICA,1,34,17266,9,9,17,1,1,26,2
12061,DIRECCION DE SEGURIDAD PUBLICA,1,45,10077.6,6,4,21,10,1,26,2
12062,DIRECCION DE SEGURIDAD PUBLICA,1,49,10000,3,3,1,10,2,11,1
12063,DIRECCION DE SEGURIDAD PUBLICA,1,44,10000,4,3,22,6,0,17,1
12064,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,2,31,5000,6,3,99,4,1,26,1
12065,SEGURIDAD PUBLICA MUNICIPAL,1,38,11004.6,3,3,22,1,1,26,1
12066,SECRETARIA DE SEGURIDAD CIUDADANA,1,39,17000,4,3,17,18,2,26,1
12067,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,45,16000,4,3,1,20,4,26,3
12068,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,55,22224,3,3,17,10,1,26,3
12069,DIRECCION DE SEGURIDAD PUBLICA,1,43,12000,2,3,22,1,1,12,1
12070,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,28,10000,6,2,22,1,1,26,1
12071,DIRECCION DE SEGURIDAD PUBLICA,1,41,16000,6,4,9,15,0,26,2
12072,DIRECCION DE SEGURIDAD PUBLICA,1,35,8000,3,3,22,1,1,17,1
12073,SEGURIDAD PUBLICA,1,31,14000,6,4,22,5,2,26,2
12074,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,41,10000,4,3,9,16,0,26,2
12075,DIRECCION GENERAL DE SEGURIDAD PUBLICA TRANSITO Y PROTECCION CIVIL,1,53,20000,6,4,1,18,1,26,1
12076,DIRECCION DE SEGURIDAD PUBLICA,1,39,12000,3,3,22,1,1,17,1
12077,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,43,15000,3,3,20,11,1,26,3
12078,DIRECCION DE SEGURIDAD PUBLICA,1,36,14723,2,3,22,10,1,11,1
12079,DIRECCION DE SEGURIDAD PUBLICA,1,41,12000,3,3,9,16,0,26,2
12080,DIRECCION DE SEGURIDAD MUNICIPAL,1,49,8400,3,3,3,4,4,26,2
12081,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,47,10000,4,3,1,1,1,17,2
12082,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
12083,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
12084,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
12085,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
13001,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,49,23624,4,3,3,25,1,26,2
13002,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,43,24000,6,4,9,20,5,99,6
13003,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,51,29000,7,4,8,26,2,26,1
13004,SEGURIDAD PUBLICA,1,62,6464,5,4,9,20,2,26,6
13005,SEGURIDAD PUBLICA MUNICIPAL,1,45,22660,6,4,9,24,2,26,1
13006,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,27,15450,6,4,9,7,1,26,6
13007,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL TRANSITO Y VIALIDAD ALMOLOYA HIDALGO,1,46,23262,7,4,9,23,2,4,1
13008,SEGURIDAD PUBLICA Y MOVILIDAD,1,34,29533.2,6,4,9,1,1,26,1
13009,SEGURIDAD PUBLICA,1,45,6500,5,4,9,26,1,26,5
13010,DIRECCION DE SEGURIDAD PUBLICA,1,41,26982,4,3,9,2,2,26,6
13011,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,30,13000,4,3,18,6,1,12,4
13012,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,43,14500,4,3,9,14,3,26,6
13013,SEGURIDAD PUBLICA,1,49,24359,6,4,9,2,2,26,1
13014,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,38,7000,4,3,17,3,1,4,1
13015,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,40,15318.12,4,3,9,12,1,4,1
13016,SEGURIDAD PUBLICA TRANSITO Y VIALIDAD MUNICIPAL,1,38,17200,6,1,9,12,1,26,1
13017,SEGURIDAD PUBLICA MUNICIPAL,1,28,17396.7,5,3,9,8,1,26,1
13018,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,41,18550,6,4,2,5,2,26,6
13019,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,45,15017,5,3,20,2,2,26,1
13020,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,35,17000,5,2,9,6,0,26,1
13021,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,41,20055,6,4,20,6,1,26,8
13022,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,35,24524,6,4,7,1,1,26,1
13023,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE FRANCISCO I MADERO HIDALGO,1,47,13400,4,3,11,15,3,26,6
13024,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE HUASCA DE OCAMPO,1,32,23624,5,3,2,4,2,26,5
13025,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,50,10886,4,3,9,10,2,12,1
13026,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,28,13254,3,3,9,3,2,12,1
13027,SEGURIDAD PUBLICA,1,53,17000,4,3,17,23,3,13,3
13028,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,58,25000,6,3,1,22,2,4,1
13029,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO VIALIDAD Y PROTECCION CIUDADANA,3,NA,NA,0,0,0,NA,NA,0,0
13030,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,45,25000,4,3,9,1,1,13,1
13031,SEGURIDAD PUBLICA MUNICIPAL DE JACALA,2,38,14958,7,4,9,11,3,26,6
13032,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,42,16408,3,3,17,6,2,12,2
13033,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,45,15000,4,3,6,18,2,26,1
13034,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE LOLOTLA,1,45,15000,5,4,99,20,1,99,1
13035,DIRECCION DE SEGURIDAD PUBLICA,1,42,22848,4,3,20,12,2,13,6
13036,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,49,18000,4,3,23,16,7,26,1
13037,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,51,13104,4,3,9,21,2,26,1
13038,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,39,22374,6,4,6,10,1,26,1
13039,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,30,15000,6,3,9,10,2,26,1
13040,SEGURIDAD PUBLICA MUNICIPAL DE LA MISION,1,40,13000,4,3,9,8,2,26,2
13041,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,39,30642,7,3,9,1,1,26,6
13042,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,42,21800,4,3,9,22,1,26,6
13043,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,51,15644,4,3,9,32,1,26,6
13044,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y PROTECCION CIVIL MUNICIPAL,1,37,20000,4,3,17,10,2,26,3
13045,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,44,15000,6,1,18,25,2,26,6
13046,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,51,20000,6,4,20,29,1,26,9
13047,SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,2,37,16000,4,3,9,6,1,26,6
13048,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,51,41562,7,3,9,30,1,26,1
13049,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,48,16000,4,3,9,23,5,26,2
13050,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,40,19760,4,3,17,10,2,26,1
13051,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,64,50952,6,4,18,31,2,99,8
13052,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,48,26624,7,3,9,29,4,26,7
13053,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,34,23640,5,3,6,3,3,99,6
13054,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD DEL MUNICIPIO DE SAN SALVADOR,1,35,19188,4,3,22,2,1,13,1
13055,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,49,25479.38,6,4,9,6,2,26,2
13056,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,46,18508.92,6,4,9,23,1,26,6
13057,SEGURIDAD PUBLICA MUNICIPAL,1,50,24000,4,3,1,30,1,26,9
13058,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,35,12166.78,6,4,9,8,0,26,1
13059,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,53,23904,4,3,99,19,1,26,1
13060,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,49,28769,7,4,1,30,3,26,2
13061,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y MOVILIDAD MUNICIPAL DE TEPEAPULCO,1,41,26039,6,3,9,2,2,26,6
13062,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,49,24140,4,1,19,19,0,26,2
13063,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,56,30695,7,4,9,38,0,26,6
13064,SEGURIDAD PUBLICA MUNICIPAL,1,42,16820,4,3,9,15,3,26,8
13065,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,51,18512.26,6,4,7,20,1,26,1
13066,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE VILLA DE TEZONTEPEC,2,35,24000,6,4,9,4,0,26,6
13067,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,43,22126.5,6,4,1,3,3,26,1
