ubicageo_f,numeral,nombre1,anios_a,rnsnni1,colonia1,latitud1,longitu1,correo1,telefo1
8025,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8026,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8027,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8028,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8029,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8030,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8031,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8032,1,SUB CENTRO C4 PARRAL,NSS,1,MAGISTERIAL,26.927620,-105.671090,DIRECCIONSPM@HIDALGODELPARRAL.GOB.MX,6275220360
8033,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8034,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8035,1,INSTITUCION ENCARGADA DE LA FUNCION DE SEGURIDAD PUBLICA DEL MUNICIPIO,NSS,1,CENTRO,30.887147,-108.190234,D.S.P.M.JANOS@GMAIL.COM,6366935056
8036,1,C4,2008,1,LADRILLERA,27.204011,-104.219205,NO APLICA,6295420065
8037,1,CENTRO DE EMERGENCIAS Y RESPUESTA INMEDIATA CERI-911,2004,1,MORELOS III,31.645940,-106.384400,SECRETARIA_PARTICULARSP@JUAREZ.GOB.MX,6567370500
8038,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8039,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8040,1,COMANDANCIA DE SEGURIDAD PUBLICA MUNICIPAL,NSS,1,BARRIO INTERNACIONAL,29.194250,-108.143200,SEGURIDADPUBLICAMADERA@OUTLOOK.COM,6525720433
8041,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8042,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8043,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8044,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8045,1,C4,2010,1,INDUSTRIAL,28.285344,-105.491840,SEGURUDADPUBLICAMEOQUI@MEOQUI.COM.MX,NO APLICA
8046,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8047,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8048,1,NO IDENTIFICADO,NSS,97,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER
8049,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8050,1,CENTRO DE CONTROL COMANDO Y COMUNICACION C 4,NSS,2,OBRERA,30.398100,-107.910060,C4NCG08@GMAIL.COM,6366940004
8051,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8052,1,EMERGENCIAS 911,2014,2,CENTRO,29.564440,-104.516667,JHERNANDEZF750@GMAIL.COM,6264532572
8053,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8054,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8055,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8056,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8057,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8058,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8059,1,NO IDENTIFICADO,NSS,97,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER
8060,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8061,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8062,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8063,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8064,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8065,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8066,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
8067,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
9002,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
9003,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
9004,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
9005,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
9006,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
9007,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
9008,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
9009,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
9010,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
9011,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
9012,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
9013,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
9014,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
9015,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
9016,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
9017,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10001,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10002,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10003,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10004,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10005,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10006,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10007,1,CENTRO DE CONTROL Y MONITOREO,2004,1,FRANCISCO ZARCO,25.598700,-103.508170,NO SE SABE,NO SE SABE
10008,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10009,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10010,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10011,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10012,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10013,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10014,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10015,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10016,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10017,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10018,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10019,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10020,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10021,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10022,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10023,1,CENTRO DE COMANDO CONTROL COMUNICACION Y COMPUTO,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10023,2,CABINA DE RADIO,2018,2,BENITO JUAREZ,23.788958,-105.350835,DMSP.PUEBLO@GMAIL.COM,6758760062
10024,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10025,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10026,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10027,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10028,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10029,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10030,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10031,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10032,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10033,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10034,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10035,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10036,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10037,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10038,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
10039,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
11001,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA,2020,1,CENTRO,20.451040,-101.528350,01_066@GUANAJUATO.GOB.MX,4296930243
11002,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIAS,2000,1,LOS SAUCES,20.012230,-100.725900,C4EMERGENCIA911@GMAIL.COM,4171721135
11003,1,CENTRO DE COMANDO CONTROL COMUNICACIONES Y COMPUTO,2005,1,MEXICO 111,20.905600,-100.713390,K.MOYA@SANMIGUELDEALLENDE.GOB.MX,4151520911
11004,1,CENTRO DE EMERGENCIA 911,2017,1,ENTRONQUE LA LUISIADA,20.430230,-100.597630,DIRECCIONDEPOLICIA@APASEOELALTO.GOB.MX,4131665126
11005,1,C4 APASEO EL GRANDE,2000,1,CENTRO,20.548570,-100.688260,CENTRAL911.APASEOELGRANDE@GMAIL.COM,4131584464
11006,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
11007,1,CENTRO DE MANDO CONTROL COMUNICACION Y COMPUTO,2014,2,RANCHO SECO,20.481240,-100.801400,ATENCION.CIUDADANE@CELAYA.GOB.MX,4616161691
11008,1,NO IDENTIFICADO,NSS,97,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER
11009,1,CENTRAL EMERGENCIAS 911,2014,1,CENTRO,20.699140,-100.755700,SEG.PUBLICA@COMONFORT.GOB.MX,412 156 2207
11010,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA 9-1-1,2004,1,CENTRO,20.197020,-100.366100,MANDOUNICO.CORONEO@GMAIL.COM,4214730126
11011,1,CENTRAL DE EMERGENCIAS 911,2010,1,LA PERLA,20.476420,-100.948600,C4CORTAZAR911@GMAIL.COM,4111063823
11012,1,CENTRAL DE EMERGENCIAS 9-1-1,2005,1,ZONA CENTRO,20.626471,-101.669707,M012CEMCUERAMARO.OFICIALIA@OUTLOOK.ES,4291227744
11013,1,CENTRAL DE ATENCION DE LLAMADAS DE EMERGENCIA 911,2005,1,EL PARAISO,21.144027,-100.331280,KBINADRMORA@OUTLOOK.COM,4191930507
11014,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA,1999,1,CENTRO,21.158650,-100.934490,SEGURIDADPUBLICA@DOLORESHIDALGO.GON.MX,4181839973
11015,1,CENTRO DE ATENCION A LLAMADAS DE EMERGENCIA 911,2016,1,CENTRO,21.020780,-101.259050,COORDINADOR.CALLE.911.GTO@GMAIL.COM,"4737322717
EXT 3110
EXT 3113"
11016,1,SISTEMA DE EMERGENCIAS 911,2015,1,ZONA CENTRO,20.368474,-101.496950,SEGURIDADPUBLICA_HRO@HOTMAIL.COM,4691753928
11017,1,CENTRO DE COMUNICACIONES DEL MUNICIPIO,1999,2,RANCHO GRANDE,20.658940,-101.305850,M017CEMIRAPUATO.OFICIALIA@OUTLOOK.COM,4621870899
11018,1,CENTRAL DE LLAMADAS DE EMERGENCIAS,2000,1,LAZARO CARDENAS,20.373070,-101.081800,SEGURIDAD_JARAL@HOTMAIL.COM,4116611013
11019,1,CENTRO DE EMERGENCIAS 911 JERECUARO,2012,1,CENTRO,20.149610,-100.510570,19_066@GUANAJUATO.GOV.MX,4214761185
11020,1,DIRECCION GENERAL DEL CENTRO DE COMPUTO COMANDO COMUNICACIONES Y CONTROL,2004,1,RESIDENCIAL EL FARO,21.129299,-101.720847,VICTOR.AGUIRRE@LEON.GOB.MX,4772120045
11021,1,CENTRAL DE EMERGENCIAS 911 MOROLEON,2000,1,CENTRO,20.134544,-101.190740,CALLE.21AD@GMAIL.COM,4454581197
11022,1,CENTRO DE ATENCION DE EMERGENCIAS DE OCAMPO GUANAJUATO,2013,1,CENTRO,21.644440,-101.477330,SEGURIDAD.PUBLICA@OCAMPO-GTO.GOB.MX,4286830117
11023,1,CENTRO DE COMUNICACION Y MONITOREO,2015,1,"CALLE MELÓN NÚMERO 10, COL. LOS FRESNOS",20.430257,-101.709245,CECOMPENJAMO24@GMAIL.COM,4696921915
11024,1,NO IDENTIFICADO,NSS,97,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER
11025,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIAS 911,2014,1,AVANTE,21.016990,-101.876050,ENLACE_SEGURIDAD@PURISIMADELRINCON.MX,4767430137
11026,1,CENTRAL DE EMERGENCIAS 911 C4 ROMITA,2004,1,LIBRAMIENTO NORTE,20.874890,-101.529490,BGJJ66@HOTMAIL.COM,4327452088
11027,1,SISTEMA DE EMERGENCIAS 9-1-1 SALAMANCA GUANAJUATO,2016,1,EL PERUL,20.580900,-101.225000,SISTEMA911@SALAMANCA.GOB.MX,4646414500
11028,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA DEL 911,1994,1,ROSAS DE CASTILLA,20.220306,-100.876110,SEGPUBSALVATIERRA011222@GMAIL.COM,466 663 26 68
11029,1,CENTRAL DE ATENCION A LLAMADAS DE EMERGENCIA,2015,1,BARRIO DEL REFUGIO,21.461318,-100.873800,SEGURIDAD.SDU@GMAIL.COM,4186840071
11030,1,CENTRAL DE EMERGENCIAS SAN FELIPE GUANAJUATO,2001,1,PUERTECITO,21.496338,-101.231662,SEGURIDAD_PÚBLICA@SANFELIPEGUANAJUATO.COM.MX,428 685 26 07
11031,1,AREA DEL 911,2015,1,PURISIMA CONCEPCION,21.018480,-101.847400,SPUBLICA@SANFRANCISCO.GOB.MX,4767447848
11032,1,CENTRO DE LLAMADAS DE EMERGENCIA 911 SAN JOSE ITURBIDE,2003,1,LOMA DE GUADALUPE,21.003640,-100.377800,JURIDICO.SEGURIDADPUBLICA@SJI.GOB.MX,4191420003
11033,1,CENTRAL DE EMERGENCIA 9-1-1,2009,2,LA LADRILLERA,21.295060,-100.530650,911M35@GMAIL.COM,4681034812
11034,1,CENTRAL DE EMERGENCIAS SANTACATARINA GUANAJUATO,2018,2,SANTA ROSA,21.143272,-100.073282,SANTADSPV1@HOTMAIL.COM,4192937413
11035,1,NO IDENTIFICADO,NSS,97,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER
11036,1,CENTRAL DE EMERGENCIAS 9-1-1,2016,1,CENTRO,20.172998,-100.994210,SEGURIDADPSM@HOTMAIL.COM,4664510942
11037,1,C4,2003,1,LOS FRESNOS,20.952280,-101.443880,SEGURIDAD@SILAO.GOB.MX,4721016104
11038,1,NO IDENTIFICADO,NSS,97,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER
11039,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA,2005,1,CENTRO,20.291598,-100.764494,SP_TARIMORO@HOTMAIL.COM,4661870417
11040,1,CENTRAL DE EMERGENCIAS 911,2016,1,PRIV. GALLEGOS,21.099088,-100.161534,M40CAP@GMAIL.COM,4192340093
11041,1,CENTRAL DE EMERGENCIAS 911 URIANGATO,2015,1,CENTRO,20.140153,-101.164339,HCERRILLO1@HOTMAIL.COM,4454557663
11042,1,CENTRAL DE EMERGENCIAS C CUATRO,2016,1,SOCORRO,20.394645,-101.203571,M042SCESANTIAGO.OFICIALIA@GMAIL.COM,4561060149
11043,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA,2012,1,ZONA CENTRO,21.212457,-100.215451,SSPVICTORIA@HOTMAIL.COM,4192939572
11044,1,CENTRAL DE LLAMADAS DE EMERGENCIA 911,2015,1,ZONA CENTRO,20.509570,-101.003750,HAVIHERRERAGTO@GMAIL.COM,4111366806
11045,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
11046,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIAS 911,2013,1,YACATITAS,20.214610,-101.110500,46_066@GUANAJUATO.GOB.MX,4451685691
12001,1,CENTRO DE ATENCION A EMERGENCIAS URBANAS,2005,1,PROGRESO,16.863523,-99.8894657,C4SSPACAPULCO@GMAIL.COM,7444850490
12002,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12003,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12004,1,COMANDANCIA,1917,1,CENTRO,17.463738,-098.383915,NO APLICA,757 476 9079
12005,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12006,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12007,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12008,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12009,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12010,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12011,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12012,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12013,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA DE AZOYU,2019,2,CENTRO,16.730806,-098.603704,PRESIDENCIAAZOYU2021@GMAIL.COM,7414124295
12014,1,DIRECCION DE SEGURIDAD PUBLICA,2001,1,CENTRO,17.136427,-100.468787,DSPBENITOJUAREZ@HOTMAIL.COM,7814260980
12015,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12016,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12017,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12018,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12019,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12020,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12021,1,COMANDANCIA,2022,1,CENTRO,17.001830,-100.080170,SSP2021_2024@HOTMAIL.COM,7814524254
12022,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12023,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12024,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12025,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12026,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12027,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12028,1,PUESTO DE MANDO INTEGRAL,2012,1,JARDINES,17.599271,-099.176581,SP_CHILAPA@LIVE.COM,7564752435
12029,1,CENTRO DE COMPUTO CONTROL Y COMANDO,2001,1,EL POTRERITO,17.521876,-099.486291,CORDINACIONC4@GMAIL.COM,7474719201
12029,2,CENTRO DE CONTROL Y COMANDO,2015,1,ALIANZA POPULAR,17.562585,-099.498432,SSYPCMCHILPANCINGO@CHILPANCINGO.GOB.MX,7474722062
12030,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12031,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12032,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12033,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12034,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12035,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12036,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12037,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12038,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12039,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12040,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12041,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12042,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12043,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12044,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12045,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12046,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12047,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12048,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12049,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12050,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12051,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12052,1,CENTRO DE ATENCION DE LLAMADAS DEL CUARTEL DE LA POLICIA PREVENTIVA MUNICIPAL,1999,1,TRAMO CARRETERA,16.793200,-098.740030,CHUTAZURDO@HOTMAIL.COM,7411178333
12053,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12054,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12055,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12056,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12057,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12058,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12059,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12060,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12061,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12062,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12063,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12064,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12065,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12066,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12067,1,COMANDANCIA MUNICIPAL,2018,1,CARRETERA,18.244232,-100.535630,SEGURIDADPTLAPE@HOTMAIL.COM,7326731861
12068,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12069,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12070,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12071,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12072,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
12073,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
