ubicageo_f,rnspni1,nombre1,tinfre1,tinfre2,tinfre3,tinfre4,tinfre5,tinfre6,tinfre7,tinfre8,tinfre9,tinfre10,tinfre11,tinfre12,tinfre13,tinfre14,tinfre15,tinfre16,anios_a,periactu_b,siregadm_b,raauto1,raauto2,raauto3,raauto4,raauto5,raauto6,raauto7,raauto8,raauto9,raauto10,raauto11,raauto12,raauto13
7078,1,UNIDAD DE ANALISIS DE LA INFORMACION,1,1,1,,,,,,,,,,,,,,2018,2,4,1,,,,,,1,1,,,,,
7079,1,BITACORA DE DETENIDOS 2022 EN EXCEL,1,1,,,1,,1,1,,,,,,,,,2022,2,3,,,1,,,,,,,,,,
7080,1,BITACORA,1,1,1,1,1,,1,1,1,1,1,1,,,,,2022,1,1,,,,,,,,,,,,1,
7081,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7082,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7083,1,BITACORA,1,1,1,1,1,1,1,1,1,,1,1,,1,,,2021,2,1,,,,,,,,,,,,1,
7084,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7085,1,HOJA DE DETENCION,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,2021,10,1,,,1,,,,,,,,,,
7086,1,LIBRO DE REGISTRO,1,1,,1,1,1,1,1,1,1,1,1,,1,,,2021,2,1,1,,,,,,,,,,,,
7087,1,CONTROL INTERNO DE DETENIDOS,1,1,1,,1,1,1,1,1,1,,1,,,,,2020,1,3,,,,,,,,,,,,1,
7088,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7089,1,PLATAFORMA MEXICO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2015,2,5,,,,,,,,1,,1,,,
7090,1,INFORME POLICIAL HOMOLOGADO,1,1,,1,,1,1,,,,,1,,,,,2021,1,1,1,,,,,,,1,,,,,
7091,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7092,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7093,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7094,1,INFORMES,1,1,1,,1,1,1,1,1,1,,,,1,,,2022,7,3,1,,,,,,,,,,,,
7096,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7097,1,BASE DE DATOS DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,,,,1,,,2017,1,2,,,,,1,,1,1,,,,,
7098,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7099,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7100,1,REGISTRO DE DETENIDOS,1,1,1,1,1,,1,1,1,1,,1,1,1,,,2008,2,9,,,,,,,,,,,1,,
7101,1,BASE DE DATOS POR DELITOBASE DE DATOS,1,1,,,1,1,1,1,1,1,,,,,,,2002,2,1,1,,,,,,,,,,,,
7102,1,REGISTRO DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2021,1,1,,,,,,,,,,,,1,
7103,1,LIBRO DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2018,5,1,,,,,1,,,1,,,,,
7104,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7105,1,CONTROL DE DETENIDOS,1,1,1,,1,,1,1,1,,,1,,,,,2021,1,1,,,,,,,,,,,,1,
7106,1,LIBRO DE REGISTRO DE INFORMACION,1,1,1,1,1,,1,1,1,,,1,,1,,,2021,2,2,,,,,,,,,,,,1,
7107,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7108,1,PLATAFORMA MEXICO Y HOJA DE CALCULO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2010,99,5,,,,,1,,,,,,,,
7109,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7110,1,BITACORA,1,1,,,1,,,1,,,,,,,,,2021,5,1,,,,,,,,,,,,1,
7111,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7112,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7113,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7114,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7115,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7116,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7117,1,BITACORA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2021,7,1,,,1,,,,,,,,,,
7118,1,1,1,1,,,,,,1,,,,,,,,,2021,1,1,,,,,,,,1,,,,,
7119,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7120,1,INFORME POLICIAL HOMOLOGO,1,1,1,1,1,,1,1,,,,,,,,,2022,1,1,,,,,,,,,,,,1,
7121,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7122,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7123,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7124,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7125,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8001,1,FORMATO EXCEL,1,1,1,1,1,1,1,1,,,,,,1,,,2019,2,2,,,,,,,,,,,,1,
8002,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8003,1,BOLETA DE INGRESO,1,1,1,1,1,,1,1,1,1,,1,,1,1,,2021,1,3,,,,,,,,,,,,1,
8004,1,BITACORA MANUAL DE COMANDNACIA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2021,2,1,,,,,,,,1,,,,,
8005,1,BASE DE DATOS GENERAL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,1,3,,,,,1,,,,,,,,
8006,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8007,1,FICHA TECNICA,1,1,1,1,1,1,1,1,,,1,1,,1,,,2022,99,1,,,,,,,,,,,,,1
8008,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8009,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8010,1,FICHAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2000,1,1,,,,,,,,,,,,1,
8011,1,JUEZ CALIFICADOR,1,1,1,1,1,1,1,1,1,1,,,,1,,,NSS,2,5,,,,,,,,,,,1,,
8012,1,BITACORA,1,1,,,1,,,1,,1,,1,,,,,2022,2,1,1,,,,,,,,,,,,
8013,1,BITACORA,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,NSS,1,1,,,,,,,,,,,1,,
8014,1,REGISTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,2021,1,9,,,,,,,,1,,,,,
8015,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8016,1,SIN NOMBRE,1,1,1,1,1,1,1,1,,1,,,,1,,,2005,5,4,,,,,1,,,,,,,,
8017,1,SIPOL,,1,,,,,,,,,,,,,,,2006,2,2,,,,,,,,1,,,,,
8018,1,LIBRO DE DETENCIONES,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,2021,2,1,,,,,,,,,,,,1,
8019,1,AOP,1,1,1,,1,,1,1,1,1,,1,,1,1,,NSS,1,5,,,,,,,,,,,,,1
8020,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8021,1,BITACORA DE DETENCIONES,1,1,1,,1,,1,1,,,,,,,,,NSS,9,9,,,,,,,,,,,,1,
8022,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8023,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8024,1,ACTAS DE INGRESO,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,2021,12,1,,,,,,,,,,,,1,
8025,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8026,1,BITACORA,1,1,1,1,1,,1,1,1,,,1,,1,1,,2021,1,3,,,,,1,,,,,,1,,
8027,1,BASE DE DATOS,1,1,,1,1,,1,1,,,,,,,,,2022,2,5,1,,,,,,,,,,,,
8028,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8029,1,BITACORA DE REGISTRO,1,,,,,,,1,,,,,,,,,2014,5,1,,,,,,,,,,,1,,
8030,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8031,1,FICHAS DE DETENIDOS,1,,,,,,,,,,,,,,,,2019,2,1,,,,,,,,,,,,1,
8032,1,BITACORA DE REGISTRO,1,1,,,1,,1,1,1,1,1,1,,1,,,2022,1,3,1,,,,,,,1,,,,,
8033,1,BITACORA DE DETENCIONES,1,1,1,1,1,,1,1,1,,,,,1,,,2016,99,1,,,,,,,,,,,,1,
8034,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8035,1,FICHA SINETICA,1,1,1,1,1,,1,1,1,,1,1,,,,,NSS,2,1,1,1,,,1,,,,,,1,,
8036,1,SIPOL,1,1,1,1,1,,1,1,1,1,1,1,,,,,2012,2,5,,,,,,,,1,1,,,,
8037,1,SIPOL,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,NSS,1,5,1,,,,,,,,,,,,
8038,1,EXPEDIENTE DE FICHA DE INGRESO,1,,,,,,1,1,,,,,,,,,2014,3,1,1,,,,,,1,1,,,,,
8039,1,NO APLICA,1,1,1,1,1,,1,,,,,,,,,,NSS,11,9,,,,,,,,,,,,1,
8040,1,REGISTRO DE DETENCIONES MUNCIIPAL,1,1,,1,,,1,1,1,,,1,,,1,,NSS,3,3,,,,,,,,,,,,1,
8041,1,CARPETA DE PERSONAS DETENIDAS,1,1,1,1,1,,1,1,1,,,1,,1,,,2003,1,9,,,,,,,,,,,1,,
8042,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8043,1,BITACORA DE ARRESTO,1,1,,,,,1,1,1,1,1,1,1,1,,,2021,2,9,,,1,,1,,1,,,,1,,
8044,1,BITACORA,1,1,,,1,,1,1,1,,1,1,,1,,,NSS,1,1,,,,,,,,,,,,1,
8045,1,REGISTRO NACIONAL DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2019,1,5,,,,,,,,,,,,1,
8046,1,BITACORA,1,1,,,1,,1,1,,,,,,,,,2022,1,9,,,,,,,,,,,,1,
8047,1,LIBRO DE DETENCIONES,1,1,,,1,,1,1,,1,,1,,,,,NSS,1,1,,,,,,,,,,,,1,
8048,1,BITACORA DE DETENIDOS,1,1,,,1,,1,1,1,,,1,,1,,,2020,1,1,,,,,,,,,,,1,,
8049,1,CONTROL DE DETENIDOS,1,,,,,,1,,,,,,,,,,2021,5,9,,,,,,,,,,,,1,
8050,1,FICHA DE DETENIDOS,1,1,,,,,1,1,,,1,,,,,,NSS,7,2,1,,,,,,,,,,,,
8051,1,LIBRO DE GOBIERNO,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,2008,2,5,,,,,,,,1,,,,,
8052,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8053,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8054,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8055,1,EXCEL,1,1,1,,,,1,1,,,,,,,,,2022,5,3,,,,,,,,,,,,1,
8056,1,BITACORA,1,1,1,1,1,1,1,1,1,1,,1,1,,,,2022,99,1,,,,,,,,,,,,1,
8057,1,INFORME POLICIAL HOMOLOGADO IPH,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2009,1,1,,,,,,,,1,,,,,
8058,1,NO APLICA,1,1,1,1,1,1,1,1,,,,,,,,,NSS,11,1,,,1,,1,,,,,,,,
8059,1,HOJAS DE REMISION,1,1,,,1,,1,1,1,,,1,,,,,NSS,1,1,,,,,,,,,,,,1,
8060,1,ARRESTOS POR MES,1,,1,1,1,1,1,1,1,,1,,,1,,,2022,5,3,,,,,,,,,,,,1,
8061,1,FICHAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,NSS,1,3,,,,,,,,1,,,,,
8062,1,SIPOL,1,1,1,1,1,,,1,,,,,,,,,2007,1,5,,,,,,,,1,,,,,
8063,1,FICHA DE DETENIDO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2019,9,1,,,,,,,,,,,,1,
8064,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8065,1,BITACORA,1,1,,,1,,1,1,,,1,,,,,,2022,5,1,,,,,,,1,,,,,,
8066,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8067,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9002,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9003,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9004,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9005,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9006,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9007,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9008,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9009,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9010,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9011,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9012,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9013,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9014,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9015,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9016,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9017,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10001,1,FORMATO DE REMISIONES,1,1,,,1,,1,1,1,1,1,,,,,,NSS,1,1,1,,,,,,,,,,,,
10002,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10003,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10004,1,CARPETA DE REVISIONES,1,1,,1,1,,1,1,1,1,,,,1,,,2019,5,1,,,,,,,,,,,,1,
10005,1,BASE DE DATOSSISTEMA DE REMISIONES,1,,,1,,,1,1,1,,,1,,,,,2019,2,5,,,,,1,,,,,,,,
10006,1,REPORTE DIARIO DE INCIDENCIAS,1,1,,1,1,,1,1,1,,,,,,,,2022,2,5,,,,,1,,,,,,,,
10007,1,PLATAFORMA MEXICO IPH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2010,2,5,1,1,1,1,1,1,1,1,1,1,1,,
10008,1,LIBRO DE REGISTRO,1,1,,,1,,1,1,,1,,,,1,,,2003,1,1,1,,,,,,,,,,,,
10009,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10010,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10011,1,REGISTRO DE PERSONAS DETENIDAS,1,1,1,,1,,1,1,,,,,,,,,2022,5,1,,,,,,,,,,,,1,
10012,1,REGISTRO NACIONAL DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2019,99,5,,,1,1,1,1,1,1,1,1,,,
10013,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10014,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10015,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10016,1,BITACORA DIARIA,1,1,,,,,,1,,,,,,,,,2022,99,1,1,,,,,,,,,,,,
10017,1,REGISTRO DE DETENCIONES,1,1,,,1,,1,,,,,,,,,,2022,3,1,1,,,1,,,,,,,,,
10018,1,PRESENTA INFORMATIVAS,1,1,1,1,1,1,1,1,1,1,1,,,,,,2022,5,1,,,,,1,,,,,,,,
10019,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10020,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10021,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10022,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10023,1,REGISTRO NACIONAL DE DETECIONES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2020,10,1,,,,,,,,1,,,,,
10024,1,FORMATO DE DETENCIONES,1,1,,1,1,,1,1,,,,,,,,,2021,1,1,,,,,,,,,,,,1,
10025,1,REGISTRO DE INGRESOS,1,1,,1,1,1,1,1,1,1,,,,,,,2022,10,1,,,,,1,,,,,,,,
10026,1,BITACORA,1,1,1,1,1,,1,1,1,,,,,,,,2019,2,3,,,,,1,,,,,,,,
10027,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10028,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10029,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10030,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10031,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10032,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
